"","Date","Infl_d","BOT_d","PrimeRate_d","Yield_d","FER_d","Int_d","GDPG_d","CA_d","FDI_d"
"271",1993-08-01,2.8,-6382,6,5.8,74139,3,2.25813188445253,-21077.7473376981,11027.5233153544
"272",1993-09-01,2.8,-5581,6,5.47,75230,3,1.88062282222024,-20801.5825359688,10582.3337395113
"273",1993-10-01,2.7,-7031,6,5.38,75835,3,2,-21302,11688
"274",1993-11-01,2.8,-6594,6,5.41,74549,3,3.07972686965977,-23514.9500594784,15224.4307845442
"275",1993-12-01,2.7,-7016,6,5.79,74043,3,4.50701194375194,-26314.2067420851,19040.8946216455
"276",1994-01-01,2.7,-5719,6,5.79,73406,3,5.4,-28058,20229
"277",1994-02-01,2.5,-6207,6,5.64,74243,3,5.17110878505653,-27639.4524243884,16878.2720649874
"278",1994-03-01,2.5,-9245,6,6.2,75766,3,4.40984792129051,-26091.2571623575,11069.9025887215
"279",1994-04-01,2.5,-6466,6.06,6.75,76810,3.25,4,-24981,5883
"280",1994-05-01,2.4,-7887,6.45,7.04,76565,3.5,4.52472687900298,-25454.9439466718,3690.18465921008
"281",1994-06-01,2.3,-7728,6.99,7.16,74420,3.75,5.36470748219713,-26974.0609047813,4038.12465309807
"282",1994-07-01,2.5,-8380,7.25,7.32,75731,4.25,5.6,-28578,5767
"283",1994-08-01,2.8,-8739,7.25,7.09,75444,4.25,4.64109481004264,-29577.2532704058,7941.73003891305
"284",1994-09-01,2.9,-8303,7.51,7.19,75740,4.25,3.22021103880988,-30365.6844037025,10526.1913914788
"285",1994-10-01,3,-8310,7.75,7.6,76532,4.75,2.4,-31608,13709
"286",1994-11-01,2.6,-9158,7.75,7.8,78171,4.75,2.88867165860424,-33662.9688976308,17383.5248147674
"287",1994-12-01,2.7,-9615,8.15,7.91,74000,4.75,3.97667058478559,-35665.6088878162,20262.1468180237
"288",1995-01-01,2.7,-8456,8.5,7.83,74335,5.5,4.6,-36445,20762
"289",1995-02-01,2.8,-9324,8.5,7.59,76028,5.5,4.00421855554041,-35263.5378057377,17958.1336649805
"290",1995-03-01,2.9,-8817,9,7.21,81440,6,2.67310662204776,-33116.8800450326,13557.2583734633
"291",1995-04-01,2.9,-9708,9,7.19,86762,6,1.4,-31434,9924
"292",1995-05-01,3.1,-9609,9,7.05,88756,6,0.81297263775265,-31219.9909905297,8853.05163642173
"293",1995-06-01,3.2,-9090,9,6.32,90548,6,0.879051075171521,-31784.4264876091,9859.37524367851
"294",1995-07-01,3,-10623,9,6.2,90063,6,1.4,-32013,11888
"295",1995-08-01,2.8,-7688,8.8,6.43,91535,6,2.16981681937492,-31066.8315654769,14002.6968263696
"296",1995-09-01,2.6,-6704,8.75,6.31,86648,5.75,2.9514298180069,-29208.7473378645,15742.2036147856
"297",1995-10-01,2.5,-5924,8.75,6.15,87152,5.75,3.5,-26977,16764
"298",1995-11-01,2.8,-6114,8.75,6,86224,5.75,3.6299823069699,-24899.6457105256,16988.6055025443
"299",1995-12-01,2.6,-6514,8.75,5.77,85756,5.75,3.39300743057867,-23463.9545313032,17388.699186068
"300",1996-01-01,2.5,-6271,8.65,5.57,85831,5.75,2.9,-23147,19200
"301",1996-02-01,2.7,-8465,8.5,5.58,82718,5.25,2.3250687675603,-24194.770777606,23030.807089379
"302",1996-03-01,2.7,-7319,8.25,6.15,84270,5.25,2.09505897819693,-25928.916018404,26979.7403816831
"303",1996-04-01,2.8,-7756,8.25,6.33,84212,5.25,2.7,-27440,28518
"304",1996-05-01,2.9,-8744,8.25,6.64,83710,5.25,4.3623352153815,-28125.9748827541,25961.3513251247
"305",1996-06-01,2.9,-9259,8.25,6.8,83468,5.25,6.23416406404101,-28614.3443580436,21003.820768681
"306",1996-07-01,2.8,-7460,8.25,6.71,83455,5.25,7.2,-29840,16184
"307",1996-08-01,3,-10132,8.25,6.79,85099,5.25,6.52188666721,-32321.848209896,13570.8616841962
"308",1996-09-01,2.9,-10357,8.25,6.94,76781,5.25,4.97198846934273,-34914.8546975696,13354.9024695186
"309",1996-10-01,3,-10195,8.25,6.7,75509,5.25,3.7,-36058,15257
"310",1996-11-01,3,-6635,8.25,6.36,75557,5.25,3.53159959725999,-34792.3730184026,18837.3500862387
"311",1996-12-01,3.3,-7268,8.25,6.04,75444,5.25,3.99640057710657,-32567.4961109373,23013.4212050963
"312",1997-01-01,3.3,-10475,8.25,6.41,75089,5.25,4.3,-31435,26542
"313",1997-02-01,3,-11269,8.25,6.5,68200,5.25,3.89986309189819,-32741.7337905676,28469.3305634416
"314",1997-03-01,3,-9776,8.25,6.59,67482,5.25,3.26092774074951,-35015.4201179404,28999.4867841704
"315",1997-04-01,2.8,-8383,8.3,6.91,67222,5.25,3.1,-36079,28626
"316",1997-05-01,2.5,-8086,8.5,6.71,65873,5.5,3.89487396107319,-34442.8029304383,27699.1054377726
"317",1997-06-01,2.2,-8394,8.5,6.64,68054,5.5,5.16729586730278,-31366.7123061898,25995.8538804443
"318",1997-07-01,2.3,-7154,8.5,6.5,67813,5.5,6.2,-28798,23150
"319",1997-08-01,2.2,-7033,8.5,6.01,66120,5.5,6.44286328603127,-28280.5359691609,19305.3217595422
"320",1997-09-01,2.2,-8743,8.5,6.37,66640,5.5,6.01433323448381,-29744.5825091521,16645.6902866449
"321",1997-10-01,2.2,-9269,8.5,6.1,67148,5.5,5.2,-32717,17865
"322",1997-11-01,2.1,-9089,8.5,5.82,68036,5.5,4.27811733924616,-36619.9420818069,24332.1260425772
"323",1997-12-01,1.8,-9786,8.5,5.87,67112,5.5,3.49759341698422,-40456.7354349794,32115.8664544575
"324",1998-01-01,1.7,-11289,8.5,5.73,69954,5.5,3.1,-43126,35960
"325",1998-02-01,1.6,-10776,8.5,5.51,70003,5.5,3.22985254216926,-43929.6586665744,32403.3592553344
"326",1998-03-01,1.4,-11564,8.5,5.69,70632,5.5,3.64344124572747,-43782.8461213007,25164.9920436733
"327",1998-04-01,1.4,-12880,8.5,5.66,69353,5.5,4,-44004,19759
"328",1998-05-01,1.4,-13940,8.5,5.67,70328,5.5,4.05432434392864,-45588.9417704141,19874.103602752
"329",1998-06-01,1.7,-14202,8.5,5.58,70723,5.5,3.94345641492073,-48243.0282279661,21897.4987041828
"330",1998-07-01,1.7,-13247,8.5,5.43,71161,5.5,3.9,-51349,20391
"331",1998-08-01,1.7,-13949,8.5,5.49,72261,5.5,4.11210934137543,-54351.9446221398,12997.1522595835
"332",1998-09-01,1.6,-16028,8.5,5.03,73544,5.5,4.59014050199701,-56946.3372631311,9681.42054700283
"333",1998-10-01,1.5,-14820,8.49,4.41,75676,5.5,5.3,-58889,23490
"334",1998-11-01,1.5,-14815,8.12,4.61,79183,5.25,6.14168273501408,-60027.4649262121,60701.7318033585
"335",1998-12-01,1.5,-15173,7.89,4.77,77683,5,6.75153713264676,-60572.104200991,100526.041330028
"336",1999-01-01,1.6,-14745,7.75,4.64,81761,4.75,6.7,-60824,115405
"337",1999-02-01,1.7,-15946,7.75,4.65,80677,4.75,5.73967823708676,-61078.0845619009,88668.4020084639
"338",1999-03-01,1.6,-18786,7.75,5.27,75321,4.75,4.35185911556407,-61604.6903773494,47196.9326514033
"339",1999-04-01,1.7,-17900,7.75,5.23,74359,4.75,3.2,-62668,28759
"340",1999-05-01,2.3,-18254,7.75,5.35,73694,4.75,2.78108579812036,-64463.8634928512,58212.956459082
"341",1999-06-01,2.1,-20229,7.75,5.71,72121,4.75,2.92621159028212,-66914.800956278,108776.931768062
"342",1999-07-01,2,-23115,7.75,5.8,71689,5,3.3,-69875,140759
"343",1999-08-01,2.1,-23421,8,5.9,73305,5,3.66560820006141,-73137.5725778056,126410.327710764
"344",1999-09-01,2.3,-22977,8.06,6.03,72649,5,4.18033156034448,-76251.3280197606,85754.4513874587
"345",1999-10-01,2.6,-22899,8.25,5.88,73414,5.25,5.1,-78704,50758
"346",1999-11-01,2.6,-23531,8.25,6,73230,5.25,6.4675925127451,-80253.9943440746,44860.8438089745
"347",1999-12-01,2.6,-25224,8.37,6.16,72318,5.25,7.47468439056218,-81742.4054831981,57395.8182376583
"348",2000-01-01,2.7,-26337,8.5,6.43,71516,5.5,7.1,-84281,69169
"349",2000-02-01,2.7,-27088,8.5,6.66,69898,5.5,4.83068841562487,-88518.413008859,66324.0748311162
"350",2000-03-01,3.2,-29930,8.73,6.54,69309,5.5,2.18759754407345,-93250.7537511507,56355.1645507968
"351",2000-04-01,3.8,-31154,8.83,6.02,70789,5.75,1.2,-96811,52094
"352",2000-05-01,3.1,-28800,9,6.21,66587,6,3.13187604697765,-98086.7980649339,62290.6346443385
"353",2000-06-01,3.2,-29813,9.24,6.29,67160,6,6.18603654425512,-98184.468401088,79368.4124480433
"354",2000-07-01,3.7,-30966,9.5,6.02,67955,6.5,7.8,-98765,91669
"355",2000-08-01,3.7,-31426,9.5,6.03,66516,6.5,6.2306962853534,-100996.913249924,91113.8680730112
"356",2000-09-01,3.4,-30035,9.5,5.88,65333,6.5,3.0127007233505,-104078.854125979,83943.7041755484
"357",2000-10-01,3.5,-34018,9.5,5.79,66256,6.5,0.499999999999999,-106717,79979
"358",2000-11-01,3.4,-33224,9.5,5.75,65257,6.5,0.363857330127262,-107966.919305741,85781.4115821351
"359",2000-12-01,3.4,-32607,9.5,5.44,65523,6.5,1.54464204382435,-108281.744724627,94877.2523312446
"360",2001-01-01,3.4,-33454,9.5,5.1,67647,6.5,2.3,-108464,97534
"361",2001-02-01,3.7,-34817,9.05,5.15,67542,5.5,1.41757809784125,-108969.483601186,87337.6707836337
"362",2001-03-01,3.5,-29349,8.5,5.02,66486,5.5,-0.194972602351609,-108867.09290144,71148.4346476215
"363",2001-04-01,2.9,-32732,8.32,4.93,64222,5.5,-1.1,-106879,59145
"364",2001-05-01,3.3,-31217,7.8,5.33,64731,5,-0.330466017788574,-102442.59073396,58146.8682462931
"365",2001-06-01,3.6,-27446,7.24,5.4,65254,4.5,1.19821132854505,-97856.1058918361,61536.7127819732
"366",2001-07-01,3.2,-29140,6.98,5.4,64847,4,2.1,-96133,59338
"367",2001-08-01,2.7,-30081,6.75,5.03,65736,3.75,1.41539708442415,-99034.4867963073,45068.1895645273
"368",2001-09-01,2.7,-28171,6.67,4.92,67852,3.75,-0.10898382293969,-103312.816864549,26220.7142244857
"369",2001-10-01,2.6,-31141,6.28,4.57,70963,3.5,-1.3,-104468,13783
"370",2001-11-01,2.1,-30839,5.53,4.26,69707,3,-1.27186306064879,-99616.5361548847,15407.3734955978
"371",2001-12-01,1.9,-29737,5.1,4.74,69157,2.5,-0.288201962712215,-92340.8859092269,25405.7636534175
"372",2002-01-01,1.6,-26839,4.84,5.04,68654,2,1.1,-87840,34755
"373",2002-02-01,1.1,-29355,4.75,5.03,67532,1.75,2.39798108409691,-89868.9611767464,36498.9090456741
"374",2002-03-01,1.1,-32287,4.75,4.92,67357,1.75,3.33586574786262,-96407.3802392841,31949.3052359186
"375",2002-04-01,1.5,-30825,4.75,5.41,67574,1.75,3.7,-103991,24485
"376",2002-05-01,1.6,-33666,4.75,5.09,67844,1.75,3.38734613166854,-109771.952471463,17070.0643957799
"377",2002-06-01,1.2,-33921,4.75,5.04,69579,1.75,2.73733156385431,-113367.92646697,11009.6079955007
"378",2002-07-01,1.1,-34900,4.75,4.82,74696,1.75,2.2,-115013,7194
"379",2002-08-01,1.5,-33650,4.75,4.46,74751,1.75,2.08596772256224,-115100.00671518,6358.38892676187
"380",2002-09-01,1.8,-35743,4.75,4.11,75307,1.75,2.14814133005346,-114656.802781725,8617.04055985636
"381",2002-10-01,1.5,-36519,4.75,3.6,75860,1.75,2,-114870,13929
"382",2002-11-01,2,-35171,4.75,3.9,75499,1.75,1.39841260771211,-116663.057704855,21919.5280453208
"383",2002-12-01,2.2,-39624,4.35,4.21,75690,1.75,0.673806819635563,-119906.825369092,30878.7482835924
"384",2003-01-01,2.4,-43294,4.25,3.82,79006,1.25,0.3,-124209,38763
"385",2003-02-01,2.6,-40740,4.25,3.97,78434,1.25,0.605567031774491,-129008.503206141,43589.3507438069
"386",2003-03-01,3,-39363,4.25,3.68,78579,1.25,1.33811287288577,-133069.155001167,43617.7811205889
"387",2003-04-01,3,-43355,4.25,3.82,80049,1.25,2.1,-134986,37169
"388",2003-05-01,2.2,-41987,4.25,3.85,80405,1.25,2.61265259852326,-133926.114655765,23762.7356461182
"389",2003-06-01,2.1,-40779,4.25,3.33,82287,1.25,3.07374168882134,-131344.702774389,7714.79390071856
"390",2003-07-01,2.1,-39621,4.22,3.52,81660,1.25,3.8,-129269,-5460
"391",2003-08-01,2.1,-41363,4,4.47,80620,1,4.96604479635471,-129134.593726354,-11320.0340690206
"392",2003-09-01,2.2,-39802,4,4.38,80422,1,6.17803148293996,-130010.47834572,-9716.54931605574
"393",2003-10-01,2.3,-41706,4,3.93,84431,1,6.9,-130374,-1574
"394",2003-11-01,2,-41271,4,4.29,84150,1,6.74539043828014,-129204.547475858,11471.0302595939
"395",2003-12-01,1.8,-39841,4,4.29,85142,1,5.92524349052993,-127489.680139025,24933.4404005414
"396",2004-01-01,1.9,-44064,4,4.26,85938,1,4.8,-126719,33616
"397",2004-02-01,2,-44352,4,4.13,85257,1,3.69683789496918,-128108.697851697,34061.7648824968
"398",2004-03-01,1.7,-44322,4,3.96,84741,1,2.8098834438292,-131781.319616698,29774.9358620381
"399",2004-04-01,1.7,-46484,4,3.83,85192,1,2.3,-137586,26000
"400",2004-05-01,2.3,-47479,4,4.5,82090,1,2.26725798184313,-145021.179635872,26591.3176178263
"401",2004-06-01,3.1,-48169,4,4.63,82804,1,2.56855606748659,-152182.522875665,29842.742077232
"402",2004-07-01,3.3,-54702,4.01,4.61,82652,1.25,3,-156815,32658
"403",2004-08-01,2.9,-51293,4.25,4.47,81375,1.25,3.38227832580646,-157647.102123333,32925.5942758276
"404",2004-09-01,2.7,-53316,4.43,4.12,82603,1.25,3.63441080474297,-157341.403695458,32473.1328660708
"405",2004-10-01,2.5,-51489,4.58,4.11,82578,1.5,3.7,-159544,34113
"406",2004-11-01,3.2,-54961,4.75,4.02,84232,1.75,3.57029538159769,-166499.59705598,39675.5275010855
"407",2004-12-01,3.5,-58819,4.93,4.36,86702,1.75,3.42713404687486,-174847.343823986,47062.837569596
"408",2005-01-01,3.3,-54500,5.15,4.21,86824,2,3.5,-179825,53195
"409",2005-02-01,3,-55561,5.25,4.13,81366,2.25,3.90691051817314,-178258.917060154,55199.8512753861
"410",2005-03-01,3,-57454,5.49,4.37,80168,2.25,4.32001597072054,-173329.81360119,51036.2946333231
"411",2005-04-01,3.1,-52619,5.58,4.49,78942,2.5,4.3,-169807,38871
"412",2005-05-01,3.5,-57115,5.75,4.2,79526,2.75,3.58724773089493,-171130.549518219,18906.3636936665
"413",2005-06-01,2.8,-56264,5.98,4.03,77742,2.75,2.64095021839114,-175423.58695644,-512.312399184593
"414",2005-07-01,2.5,-58260,6.01,3.94,76594,3.25,2.1,-179480,-9004.00000000001
"415",2005-08-01,3.2,-58063,6.25,4.28,74620,3.25,2.38483929898787,-181136.588570675,224.286542540318
"416",2005-09-01,3.6,-58388,6.44,4.04,72243,3.25,3.04210908164085,-182401.801536012,19613.3623708227
"417",2005-10-01,4.7,-64923,6.59,4.32,71273,3.5,3.4,-186327,38016
"418",2005-11-01,4.3,-67140,6.75,4.55,70218,3.75,3.02154322130175,-194676.281384265,46837.6382843203
"419",2005-12-01,3.5,-64090,7,4.5,68773,4,2.409131973564,-204064.688380991,47694.3814344124
"420",2006-01-01,3.4,-64366,7.15,4.39,65127,4,2.3,-209820,44755
"421",2006-02-01,4,-66680,7.26,4.53,65594,4.5,3.15491374173105,-208732.693299671,41799.7158757339
"422",2006-03-01,3.6,-62851,7.5,4.54,65364,4.5,4.32877043151057,-203444.037532615,41054.5563359723
"423",2006-04-01,3.4,-62574,7.53,4.85,65354,4.5,4.9,-198058,44357
"424",2006-05-01,3.5,-62844,7.75,5.07,66846,4.75,4.221764774737,-195938.426898533,52384.7574720032
"425",2006-06-01,4.2,-64844,7.93,5.11,67706,4.75,2.74615667076408,-197488.680007068,61176.4672957725
"426",2006-07-01,4.3,-63481,8.02,5.13,67935,5,1.2,-202372,65611
"427",2006-08-01,4.1,-66525,8.25,4.98,67559,5.25,0.1987679000617,-209600.154661754,62564.8097918089
"428",2006-09-01,3.8,-67823,8.25,4.72,66606,5.25,-0.0874711886409842,-215579.02021689,56904.6855920486
"429",2006-10-01,2.1,-64936,8.25,4.63,66217,5.25,0.4,-216063,55495
"430",2006-11-01,1.3,-58990,8.25,4.6,65588,5.25,1.5757562176088,-208589.584084081,62691.818175576
"431",2006-12-01,2,-58575,8.25,4.46,66705,5.25,2.77780215787393,-197828.609495743,72817.9755212181
"432",2007-01-01,2.5,-61592,8.25,4.71,65895,5.25,3.2,-190233,77688
"433",2007-02-01,2.1,-57656,8.25,4.82,65063,5.25,2.35005908135496,-190334.397890812,71749.4730614426
"434",2007-03-01,2.4,-58478,8.25,4.55,66082,5.25,0.991077371960094,-194979.319577917,59982.1901008566
"435",2007-04-01,2.8,-61797,8.25,4.65,66551,5.25,0.2,-199093,49999
"436",2007-05-01,2.6,-60514,8.25,4.63,66720,5.25,0.724007456971349,-198771.713241562,47880.5488379128
"437",2007-06-01,2.7,-59288,8.25,4.89,66008,5.25,1.99122168761903,-194795.889970368,53578.6714827629
"438",2007-07-01,2.7,-59520,8.25,5.03,66127,5.25,3.1,-189117,65513
"439",2007-08-01,2.4,-59914,8.25,4.77,67029,5.25,3.37983701668557,-183300.489883682,80744.0352906097
"440",2007-09-01,2,-57005,8.25,4.54,67508,5.25,3.08477661830452,-177367.713133204,90895.7535977214
"441",2007-10-01,2.8,-57794,8.03,4.57,69070,5.25,2.7,-170954,86233
"442",2007-11-01,3.5,-56538,7.74,4.46,69626,4.5,2.54553336517527,-164224.327223711,61961.9025922408
"443",2007-12-01,4.3,-59717,7.5,3.96,70966,4.5,2.280782950274,-159462.257496816,33053.721533759
"444",2008-01-01,4.1,-57154,7.33,4.03,70565,4.5,1.4,-159481,19421
"445",2008-02-01,4.3,-61139,6.98,3.63,72017,4.25,-0.332340847757009,-165807.682702954,34281.5765626493
"446",2008-03-01,4,-64348,6,3.53,73404,3,-2.0708713823635,-174825.108731384,64074.4713783536
"447",2008-04-01,4,-60064,5.66,3.43,75764,3,-2.7,-181630,88544
"448",2008-05-01,3.9,-63528,5.24,3.76,74372,2,-1.51987367785093,-182707.09011262,92589.3467127175
"449",2008-06-01,4.2,-62151,5,4.04,75170,2,0.506406282883697,-180093.159429499,81729.1707306042
"450",2008-07-01,5,-60670,5,3.97,75740,2,2,-177213,66637
"451",2008-08-01,5.6,-66842,5,3.97,74832,2,1.90072444804964,-176569.586476196,56506.1476975917
"452",2008-09-01,5.4,-62108,5,3.81,72560,2,0.42302402860649,-176978.623920991,54609.0679214519
"453",2008-10-01,4.9,-60499,5,3.82,71834,2,-1.9,-176334,62738
"454",2008-11-01,3.7,-60191,4.56,3.98,69763,2,-4.52006115138465,-172694.341760376,79980.321756175
"455",2008-12-01,1.1,-44724,4,2.96,73378,1,-6.82813202693929,-164777.233775426,94603.9649909956
"456",2009-01-01,0.1,-42463,3.61,2.25,77648,1,-8.2,-151465,92172
"457",2009-02-01,0,-37842,3.25,2.84,75364,0.25,-8.19455391658512,-132706.676111932,64154.6023147452
"458",2009-03-01,0.2,-27767,3.25,3.04,73199,0.25,-7.10308851344194,-112718.144681007,25650.3684108621
"459",2009-04-01,-0.4,-29162,3.25,2.68,74958,0.25,-5.4,-96782,-2335
"460",2009-05-01,-0.7,-29705,3.25,3.12,75115,0.25,-3.52764910820081,-88770.6945326389,-4597.13842256334
"461",2009-06-01,-1.3,-25372,3.25,3.46,81738,0.25,-1.80025466003371,-86916.1134264714,10862.9687729634
"462",2009-07-01,-1.4,-26367,3.25,3.52,81686,0.25,-0.5,-88040,30243
"463",2009-08-01,-2.1,-32790,3.25,3.5,82931,0.25,0.212557756795772,-89552.1753871425,42739.5069310637
"464",2009-09-01,-1.5,-31267,3.25,3.4,126846,0.25,0.663366412836043,-91214.7719834778,49544.534275062
"465",2009-10-01,-1.3,-34491,3.25,3.3,134296,0.25,1.3,-93378,54849
"466",2009-11-01,-0.2,-33826,3.25,3.38,134690,0.25,2.38852919212883,-96252.1224373095,61511.1477353457
"467",2009-12-01,1.8,-37203,3.25,3.19,135020,0.25,3.46901123091176,-99487.6134544321,67058.5237564184
"468",2010-01-01,2.7,-37983,3.25,3.83,130760,0.25,3.9,-102595,67686
"469",2010-02-01,2.6,-37154,3.25,3.58,129960,0.25,3.29258473394815,-105185.483011768,60874.1243497757
"470",2010-03-01,2.1,-41034,3.25,3.61,129293,0.25,2.26799607092432,-107272.959383979,49246.1484770424
"471",2010-04-01,2.3,-39766,3.25,3.82,127521,0.25,1.7,-108972,36711
"472",2010-05-01,2.2,-40864,3.25,3.65,126481,0.25,2.18187261281932,-110458.871441546,27099.2437544404
"473",2010-06-01,2,-41333,3.25,3.29,124174,0.25,3.1849304113169,-112156.623083726,23927.9934465232
"474",2010-07-01,1.1,-46557,3.25,2.93,124514,0.25,3.9,-114550,30636
"475",2010-08-01,1.2,-40413,3.25,2.9052,129127,0.25,3.75770259255236,-117665.364555382,48369.1228546849
"476",2010-09-01,1.1,-44921,3.25,2.47,128447,0.25,3.14783783936364,-119695.548281116,69101.6555146425
"477",2010-10-01,1.1,-44042,3.25,2.5,133099,0.25,2.7,-118375,82515
"478",2010-11-01,1.2,-39998,3.25,2.5993,135392,0.25,2.81694664660089,-112563.337003592,81265.8944564498
"479",2010-12-01,1.1,-37762,3.25,2.79,130282,0.25,2.99408860159892,-105620.850458478,69912.421531944
"480",2011-01-01,1.5,-40815,3.25,3.2935,132433,0.25,2.5,-102033,55988
"481",2011-02-01,1.6,-47123,3.25,3.38,133943,0.25,0.930066376599655,-104890.02817099,45804.5585787753
"482",2011-03-01,2.1,-43718,3.25,3.41,134655,0.25,-0.81308113464819,-111701.309144232,40788.0657649888
"483",2011-04-01,2.7,-43478,3.25,3.45,139315,0.25,-1.5,-118581,41143
"484",2011-05-01,3.2,-42227,3.25,3.2863,142989,0.25,-0.35202696781432,-122377.920682818,46477.6490062269
"485",2011-06-01,3.6,-47220,3.25,3.04,146946,0.25,1.60638408514199,-122879.542594222,54015.5376303229
"486",2011-07-01,3.6,-49433,3.25,3.15,147660,0.25,2.9,-120608,60384
"487",2011-08-01,3.6,-45689,3.25,2.7961,149704,0.25,2.52618964280577,-116292.955764404,63221.4750259466
"488",2011-09-01,3.8,-44968,3.25,2.21,150654,0.25,1.37272997926541,-111494.187145545,64210.8207507565
"489",2011-10-01,3.9,-43305,3.25,1.9154,148487,0.25,0.799999999999999,-107979,66046
"490",2011-11-01,3.5,-44962,3.25,2.17,150695,0.25,1.73986098918382,-107120.922926234,70122.0434825793
"491",2011-12-01,3.4,-47044,3.25,2.06,148028,0.25,3.41010340520379,-108718.375490265,72638.2534407251
"492",2012-01-01,3,-49460,3.25,1.87,147953,0.25,4.6,-112176,68495
"493",2012-02-01,2.9,-51266,3.25,1.8,149280,0.25,4.43658862268116,-116757.908086216,54979.9436363288
"494",2012-03-01,2.9,-43338,3.25,1.97,148882,0.25,3.39796751103053,-121166.088671173,38929.906227084
"495",2012-04-01,2.6,-49850,3.25,2.21,149078,0.25,2.3,-123962,29569
"496",2012-05-01,2.3,-47773,3.25,1.91,152463,0.25,1.76563637194338,-124065.370654826,33088.0338239573
"497",2012-06-01,1.7,-47184,3.25,1.58,148865,0.25,1.64617469882222,-121829.010565782,43544.6031324205
"498",2012-07-01,1.7,-43078,3.25,1.65,149830,0.25,1.6,-117964,51963
"499",2012-08-01,1.4,-43834,3.25,1.48,149384,0.25,1.36012514880458,-113245.09077596,51872.106253027
"500",2012-09-01,1.7,-44536,3.25,1.5484,151501,0.25,0.95807443442133,-108701.720917549,46819.1627247155
"501",2012-10-01,2,-40150,3.25,1.6335,153075,0.25,0.5,-105427,42856
"502",2012-11-01,2.2,-42358,3.25,1.68,152228,0.25,0.10127044024571,-104165.747722814,44286.9856083789
"503",2012-12-01,1.8,-46604,3.25,1.6156,151276,0.25,-0.0858798439149446,-104269.624282542,48426.6348576063
"504",2013-01-01,1.7,-37634,3.25,1.75,150175,0.25,0.1,-104742,50842
"505",2013-02-01,1.6,-42205,3.25,1.98,151895,0.25,0.723681979101469,-104746.066480933,48605.8031653091
"506",2013-03-01,2,-41770,3.25,1.89,148837,0.25,1.46322271901623,-104084.300470803,44813.4459930075
"507",2013-04-01,1.5,-36973,3.25,1.8486,146327,0.25,1.9,-102719,44066
"508",2013-05-01,1.1,-40417,3.25,1.67,146794,0.25,1.75955719890397,-100745.430797899,49308.8387674216
"509",2013-06-01,1.4,-44831,3.25,2.1282,144042,0.25,1.34410007896115,-98790.7293898028,56864.5441333268
"510",2013-07-01,1.8,-36552,3.25,2.4857,145706,0.25,1.1,-97615,61400
"511",2013-08-01,2,-39419,3.25,2.59,147427,0.25,1.36771885491228,-97549.8769941396,59500.1380613008
"512",2013-09-01,1.5,-39515,3.25,2.7839,145753,0.25,2.06408066884289,-97213.1153033195,55422.0811773891
"513",2013-10-01,1.2,-42263,3.25,2.61,147650,0.25,3,-94794,55341
"514",2013-11-01,1,-39083,3.25,2.54,147086,0.25,3.92882664070616,-89396.5427070248,63010.6460244124
"515",2013-12-01,1.2,-35972,3.25,2.7445,145113,0.25,4.37365131974137,-83783.6612487712,72499.0941200799
"516",2014-01-01,1.5,-37393,3.25,3,144574,0.25,3.8,-81633,75453
"517",2014-02-01,1.6,-38841,3.25,2.644,144416,0.25,1.98734495263346,-85278.2114370207,66368.7963595683
"518",2014-03-01,1.1,-42230,3.25,2.6476,145205,0.25,-0.0290563181787267,-91676.9804423367,51142.0238237728
"519",2014-04-01,1.5,-43124,3.25,2.72,144284,0.25,-0.899999999999999,-96443,38518
"520",2014-05-01,2,-45583,3.25,2.64,144281,0.25,0.269941696908154,-96484.6856189666,34955.1315002776
"521",2014-06-01,2.1,-43231,3.25,2.4759,144581,0.25,2.56109247149206,-93889.3429078081,37764.1809551992
"522",2014-07-01,2.1,-40810,3.25,2.51,145176,0.25,4.6,-92039,41969
"523",2014-08-01,2,-40655,3.25,2.5578,142916,0.25,5.34029566714133,-93320.3794204462,43691.9739356178
"524",2014-09-01,1.7,-39916,3.25,2.3431,141318,0.25,5.04394569146974,-96138.9812597642,43449.6227258008
"525",2014-10-01,1.7,-43368,3.25,2.4888,137054,0.25,4.3,-97905,42857
"526",2014-11-01,1.7,-41898,3.25,2.3353,136285,0.25,3.57998674563762,-97219.3152177671,43067.7505350291
"527",2014-12-01,1.3,-39000,3.25,2.164,133639,NA,2.88534698485118,-97445.5468679497,43389.8836971531
"528",2015-01-01,0.8,-45601,3.25,2.1712,130077,0.25,2.1,-103138,42670
"529",2015-02-01,-0.1,-42447,3.25,1.6407,126603,0.25,1.20272031327113,-115878.359708486,40165.060961303
"530",2015-03-01,0,-37248,3.25,1.993,124717,0.25,0.551703406162565,-125357.831268437,36773.4721152164
"531",2015-04-01,-0.1,-50566,3.25,1.9231,119270,0.25,0.6,-118295,33804
"532",2015-05-01,-0.2,-40879,3.25,2.0317,121290,0.25,1.59431718646302,-86818.4681705129,32483.3389530924
"533",2015-06-01,0,-43473,3.25,2.1214,119535,0.25,2.95598753864671,-44696.9058360807,33709.8945086479
"534",2015-07-01,0.1,-46287,3.25,2.3531,120333,0.25,3.9,-11109,38300
"535",2015-08-01,0.2,-42460,3.25,2.1801,119318,0.25,3.8496405705064,-4151.43427612938,47069.9887604819
"536",2015-09-01,0.2,-48839,3.25,2.2179,120897,0.25,3.06138347628764,-37592.8787205738,60836.194123427
